product_description,product_url,image_url,price,delivery_time,pickup_availability,cancellation_policy,product_status,product_views,
Marshall London - 16GB - Black (Ohne Simlock) Smartphone - komplett,https://www.ebay.de/itm/226593354111?_skw=phones&epid=222085094&itmmeta=01K02AZYS003GGCT5WP42373WB&hash=item34c204317f:g:pPAAAOSwMCxnQzCf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fTDM1qJs89wNo1YdWToCfig6DZSZiQ%2BavQ8t8rg1LN0Co1%2F6ukDQLcnMw80sIg9CoaHTK4s%2BxWzLa3XY4FDmSbu1OxoOBJ7Uhcg3cULiaX7DPXc4lB33DUp%2BeK296V1GA7iGXpWmDy%2B9qaMds7ZFE%2Bdr2gpekztqt6Oiez%2FZOFuVhaUZUZ9tuZY6LGEi8Ue4ykAWpHNtz469Vn8u0LQw64wTFL1KQPW40Q8DTcg2abvCIZ1CgUiGhMMhXW4Ue%2Bh0865RN3wbqsTj0S7Ok3It%2F2%7Ctkp%3ABk9SR5Dt_8qAZg,https://i.ebayimg.com/images/g/pPAAAOSwMCxnQzCf/s-l500.webp," 167,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"Fairphone 4 5G Dual - Nachhaltiges Smartphone ohne Vertrag, 6GB RAM, Leistungsst",https://www.ebay.de/itm/306364829390?_skw=phones&epid=3051794194&itmmeta=01K00FBEBVXYAH8KZVYHC31X6B&hash=item4754c44ece:g:f-sAAOSw7R1j4yrP&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f52cAhldoeBlE6nJmTfp%2B6G0H0DZ%2BkmZ8Fwyzp5DBb06Rygp5CG0Y2Blsvy--PS6VQpf%2BQlaLRM8s13fwCZlPNZnULDMLY1LmsC%2F6SqCBnO%2BckNHZGVUGaY25ibS7Hy4sdwHFwToqWPX62rNgggkgc%2BtGO31EAOq7PCqFY3%2FYwJBePtMn53tI93zLfBhqlMTvhVGzLhtkooLYW%2FPif0NTm4qNR068fNx37i%2FT8W%2FoGTOdbnh3LVlRauVS0jEwjH94qjGmh8KPaxLRTUHDQrZ2N%7Ctkp%3ABk9SR77mrY-AZg,https://i.ebayimg.com/images/g/f-sAAOSw7R1j4yrP/s-l500.webp," 309,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,4,
Xiaomi Redmi Buds 6 Lite TWS Wireless Bluetooth 5.3 Earphones In-Ear Kopfhörer,https://www.ebay.de/itm/305981975342?_skw=phones&itmmeta=01K02AZYS0C73RH3FBA7G4GNZH&hash=item473df26b2e:g:X4oAAOSwJ-lnYpNH&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e7SKhSO3nrQplxBijBu7RecRs0Kb304IelL%2F4%2BiHQl4sdvZ%2FRbSmXQJ%2BGQYFU4c%2Bflqp7KSViLR0%2FVZjx8jUn25Narj3RFCDdo4ZTY18HF7FiaimHTxGm8AB5pDIs7EmwZqnRHSeiA0PjZUWmonDGfKSnnSq401BaAfFxQ1JWwYdKnpfW8eZXEqMcr7GwBoggSA082dE39Gq8NJnZJCg3jIz6GLelCJtWggscwOwDKEg%3D%3D%7Ctkp%3ABk9SR5Lt_8qAZg,https://i.ebayimg.com/images/g/X4oAAOSwJ-lnYpNH/s-l500.webp," 17,99",Not Applicable,N/A,Seller Pays Return Shipping,Xiaomi Autorisierter Händler,0,
Iphone 6 16 GB schwarz Apple Phone Smartphone I Phone,https://www.ebay.de/itm/267303382151?_skw=phones&itmmeta=01K02AZYS0N5PMTRB0GQ72SQ0N&hash=item3e3c85ec87:g:SqQAAOSwBx1oOKpA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dLvXlkcoXLwpMQ3wlvjLThQD2pBJdK%2FxdigncWd4wlPQU%2B%2FyhB6JmgFSpV7vribQ6%2F4h76YSUF3nK8rx8m3TAMZObZNhF76vaLU3jLmzOwqnW%2BmNqNrQPIxAcCtx9hhkiZUKjir18L3lNdCsSYpiPuUM90wkIeyZhF3enIv%2BwCEZURogvr2PCLgZbtYtQPge1rlhIJ4Qa2eUsXcWQeHp%2BymWt9Gke4JVLwyHStkyQPXg%3D%3D%7Ctkp%3ABk9SR5Lt_8qAZg,https://i.ebayimg.com/images/g/SqQAAOSwBx1oOKpA/s-l500.webp," 65,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"BLU Vivo Air Unlocked Cellphone, 16GB, White Funktioniert Super",https://www.ebay.de/itm/126894712972?_skw=phones&itmmeta=01K02AZYS0AGDSKZ4Y0R3GJR1S&hash=item1d8b83a88c:g:sp0AAOSw-S5nj6zV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cJoldRt5QbJahSRwyrzKRBm8vKoCJWFJ3VTxIOEk4yHjbrp2i%2BcFTydRAHPp7ON2qU8HfbKXIrWY2XbljNTDBtpkdpnhJ8hOmyQpwuxZ8fSd6LSawLHDwwCc3153hnz9QQC%2FKyPrbTIuApiZfymhpjiHmovTWmz5WLhdOhQfcWYYtLc2rNwjzDCwRKJAvsFZ3oN7FRRmkxCW2A7%2B7jr6SDTyP1fGkLbBTT1rO5O6qNJFvEJ4xRREoF%2BuSjEe5QQl3SI%2FTfp%2FFjLzRoRv83Q1hp%7Ctkp%3ABFBMku3_yoBm,https://i.ebayimg.com/images/g/sp0AAOSw-S5nj6zV/s-l500.webp," 39,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Samsung Galaxy S6 32GB entsperrt schwarz gold blau weiß Android Handy S6 S7 A5 A12,https://www.ebay.de/itm/306362162753?_skw=phones&itmmeta=01K02AZYS0FWD4SW6G07QS5NW4&hash=item47549b9e41:g:4G0AAOSwBUFnEnQa&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dyewk1D84X5ZoVEooyfCUxbwHCWXlh9w4uyhfVPSsSk7ZK%2FfatLzrU8w7i%2Byr7huhFGPcETnsYWfPD%2Fe0vRB9CsYkYg6PZ9Z0tDgpbDq80mjhBBwEvGR2AairVU%2FPMipBnZ4sm3n1oEee%2F7fnXlcczENSFyE8VCzHb4HMWSSopfGtBwJ%2FTRAkvl5k01%2FzgEPp5gis65mbPvgOEIb2Q4qvRAEmOzcvGa8hObReIq3RedWbjlAMmTaHnV%2BucNZJjIIf798xuseabDfBaoAxaVeOJ%7Ctkp%3ABFBMku3_yoBm,https://i.ebayimg.com/images/g/4G0AAOSwBUFnEnQa/s-l500.webp," 45,01bis 50,66",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Direkt von store,0,
DORO PHONE EASY 409s gsm SCHWARZ-WEISS TOP+OVP+VIELE EXTRAS+RECHNUNG+DHL VERSAND,https://www.ebay.de/itm/157129180208?_skw=phones&itmmeta=01K02B3VYTA8WFKZ3FZ6DGJSE1&hash=item2495a10430:g:HiwAAOSweCBoXT8b&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fc54AN0ZP20X9bwmcXnA8ZY1yfH0rlBQQUkb%2BZKhHzkN09tSB6BF%2BTKdeUiYMwCZB2Ly0rMsTWoZ949kcQ51ul%2BSwpK8kKnOXn8CkHWsPoSS3jDliPJbDg6OfQQFcr4wF4rHaDt4Uu%2BmXOHqzDLiLRwl0hk9RDynUwEMUgEZrmo2En%2BVben42XHc4Ap1TOe2rNdQ05YfwtXfAhsbC3V0v5ZqmAIWHClJqUV%2BG1tdL%2BUb7bD%2Bnr09G%2BZ12jB0TPsQFCVbrvP1M4uTXbcE%2B2LpDJ%7Ctkp%3ABFBM9r-Py4Bm,https://i.ebayimg.com/images/g/HiwAAOSweCBoXT8b/s-l500.webp," 79,00",Not Applicable,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Direkt von store,0,
"DORO PHONE EASY 610 schwarz Händler, Geprüft, Schwarz, Garantie, Komplett, Top",https://www.ebay.de/itm/205590285007?_skw=phones&itmmeta=01K02B3VYTG3X2HCRHGNXRNRJ7&hash=item2fde22cacf:g:QW8AAeSwpEVoYp-7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cI0TyleepkKTJMxx6vps0UN8wcrvmPK8bVPCw--P9Xq0B3DSodGNaKgvf5pegwFxHd9uAntuzP%2FBOX8KyIzANy6GPOeJHHoHyioat9IYVkT48Y9CYhbiK27Yxde190kHuGmgp%2Fj9KopvmEmrM%2Fi1RdXBALWwH1CYCZv1ASt2RkuzhPZYx2bBKo59CA%2F1WT9LZyzel7K0ShCEP5amWW7EmxAVCz62noWJ0THYkfuNe4UHF4x8Cni3hyf%2BG%2BEKh4WqMSG31rIAGvyWrnmUKUzOSP%7Ctkp%3ABFBM9r-Py4Bm,https://i.ebayimg.com/images/g/QW8AAeSwpEVoYp-7/s-l500.webp," 49,90",Gratis 1-2 Tage Lieferung,N/A,Return Not Possible,Direkt von store,0,
135Übersetzer Kopfhörer Erazer  XP6 Bluetooth Headset Equalizer AI Touchscreen,https://www.ebay.de/itm/357170324182?_skw=phones&itmmeta=01K02B3VYTRJCYCQ2KPD073QDM&hash=item532902a2d6:g:4SMAAOSwqHdoLDTC&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f%2BKDdTTZljileVi3uCZvOQMn2kKS5iplsYVB5Ku5QyOqUxI2tUmbUmDKodhRgyOPmBLfnB4UkwJ5Hq10xYI1Z54IZVEwNirWoEiXMkszjtWdU%2BTKM%2BbCySXosWW8gRKdVu6QaPXqRUSuKaybYSXCX1yRJesAi%2FOHagbyX7kDoQddxz2ObisMWL5pA7welJUqdQi%2FOHrZKX%2Bwpx8X5S%2FejXAspU3HupYImmcVr42iLRbkYBZetQEgEdKL2aL25NC4Twv4oJC0uYE8XaeTkm7XaV%7Ctkp%3ABFBM9r-Py4Bm,https://i.ebayimg.com/images/g/4SMAAOSwqHdoLDTC/s-l500.webp," 45,58",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
"Doro PhoneEasy 506 Schwarz, mit SOS Funktion, mit OVP ✅",https://www.ebay.de/itm/405938221093?_skw=phones&itmmeta=01K02B3VYTS26P2TRW7GHTKK9B&hash=item5e83cdb025:g:RTMAAeSwbVBoRDT6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cuSl%2FrwRhVz%2FuyoWLQDG6PnYKqHX0082izY6pBySb0l8uLS6EOXWt67QkN4vxyLvxKBuaL9bWoLFY4hiWV404HWCKM3MSOzi3C03kw4hzkWHpSRiSiBsBdtY63KSDaKICnwecK5JaSDu3yItTvWwHMOQVDkq3wzLnCCD2tL3LeruiMM6bvOkVgdJNwneznf0g1vHu%2BriQyJ6zYa9ZKMOKEJ%2BpmBgi%2BAsfd7wIYzhP7Qt7qR8RLzPY%2FAbCf%2FKAsPff7h%2B9s7hgrCMJwJVX0gLqA%7Ctkp%3ABFBM9r-Py4Bm,https://i.ebayimg.com/images/g/RTMAAeSwbVBoRDT6/s-l500.webp," 36,99",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Nothing Phone 3a Pro 256 GB schwarz Smartphone 50 MP Kamera NEU + OVP,https://www.ebay.de/itm/326667864738?_skw=phones&itmmeta=01K00FBEBVAJB2GGK2H0A91WFS&hash=item4c0eec0aa2:g:KCwAAeSwwSZoZSlH&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fhFTHXq6zeAp3NXVVadD%2FA5ISbHXesspBJ1LSJC%2B6cK8OCh55sCw1Y5EQ5ZCby6AYl%2B9gUNJ8Fe4ijZBTpCG53A8ZO3SK1J2WfJn60OsT1l3aVO5fzszVaxwEPmsE7WGTiUZZQ6uCYWVurZG9110NbwxZDSuZ1UwMRCZ4yqjtkMptJ7t320h0JKqHFIs0eAcM7x6QQ1pda4BFq7F1QwXEAQd0xJStH89wbpYz0ibYD0mKS92pMfRn%2FyQ%2BQJmDkRgLO8BdBf2z0SiXZgctWaHkV%7Ctkp%3ABk9SR77mrY-AZg,https://i.ebayimg.com/images/g/KCwAAeSwwSZoZSlH/s-l500.webp," 399,95",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Iphone 6 16 GB schwarz Apple Phone Smartphone I Phone,https://www.ebay.de/itm/267303382151?_skw=phones&itmmeta=01K02B3VYTE4X8W2MFB2R7SKHG&hash=item3e3c85ec87:g:SqQAAOSwBx1oOKpA&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dgJ87GgqbVuAHQQAWNPvuuv398QHSI%2FxpHPIAJkEF32MF1baaDiz7iCn8WssM2vFFzzL7MkEaes2dXenpox6zWOfXuxCNFewJri%2Bow0j6vT5bVDfVopWoBB4JSF3YhfX1xSuuUU%2FrtVFHZbb4fb944gvpoWS4jITQ5wDlGu1aBqMr6qrz4pv4RLo4cEJNbT8htS7r7QAXS9AiLBIeXuidPB%2B%2BhguVKRWdNmGoP2bYzbgpvpNkHd3r0dJsbKd2YOpYLAdkb%2F%2Bfjl%2FOpv7NmjBax%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/SqQAAOSwBx1oOKpA/s-l500.webp," 65,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Nothing Phone (2a) Dual SIM 128GB schwarz,https://www.ebay.de/itm/236178351307?_skw=phones&itmmeta=01K02B3VYT3G8JV2TJT1432JWE&hash=item36fd53a4cb:g:hKIAAeSwO7toZSbM&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dD3h6JTqF570A7Bi3bBIg%2FoJ1wYbrNh8abkkVCyXBjrDJt35jkgiPI2asJcgsMHFWOw05EAJN1d17jw%2BeNilWHcD%2FubsmaqZkV6uGwsKaMFZ0GKVQ%2BPCWc0e3%2F2ToaJqq%2FdyUqH8Z1Q7Yi8AHFuVPOePNCDlPh6AKTIzAZM4KYHfuimM3cErB2NWovWZrNRgN9ffZOaHTDX%2BKCjEYsGnEipNL287v0OnLVse0xyL%2FA6me5nlAdrAF917quHBa5QOVoidIVTnofGu2tDftXxFgh%7Ctkp%3ABFBM9r-Py4Bm,https://i.ebayimg.com/images/g/hKIAAeSwO7toZSbM/s-l500.webp," 242,99",Gratis 1-2 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
Old Phone • Tastenhandy • Siemens M65 • gebraucht • Geprüft • funktioniert ✅✅,https://www.ebay.de/itm/205305219701?_skw=phones&itmmeta=01K02B3VYTDP747XY9775XYYMX&hash=item2fcd250a75:g:38kAAeSwsqVntwmD&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ebclcaQ1q9yqpTUHPlEkC09egV4zWhyYzXMq4WLM2pq4YQdbFmUPEYUBC6zc%2BrDwttgWrro6p31qt0bf7DPzfIrkzKiOoAvtmomj1qghi%2BtWZLbQtYEbr7wenY7503HtkvZTbAxw0CFWTFB15zvu0mqJGDgz5tDwrQ3pOU%2BwEKnZybubkRD%2FPqeYZ6xEfmS1jG77Y8dLlSb975QfYRtrvYb5iFT2N38KMxiYhJcgNJrg%3D%3D%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/38kAAeSwsqVntwmD/s-l500.webp," 14,90",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
I Phone SE2020 128 GB 2 Stück,https://www.ebay.de/itm/146700038323?_skw=phones&itmmeta=01K02B3VYV0JBK3C680C7WVZM8&hash=item222800f0b3:g:XucAAOSwW1BoVQ~0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f98YMS8wo6mSN3epb4fDpRWOUv148rAyVgO6FoXzo6dAwvV0bfdhn0korKK5iz%2FzUmNKr0Nk9TRuolpd990kcTONWON7CU313NfjnwdZwrNVCGUuGxd0OSQRdHvLHZeUwPKKwF8FZ7zYEjQJGrsk3CBEmC5qAvGeCeRsdqISD7SRgIVtNwu7Kh1mNFmA5kat6oEzLjAjnEZPuZlyHR%2BWIhoDvZu2qO9vKk4SoqQ12pDQ%3D%3D%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/XucAAOSwW1BoVQ~0/s-l500.webp," 1,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
TOP Nokia Lumia 635 Grün Windows Phone Smartphone in OVP ✅,https://www.ebay.de/itm/146696420241?_skw=phones&epid=193837941&itmmeta=01K02B3VYVJMGN4948V76JHPRB&hash=item2227c9bb91:g:XzsAAOSwERhoIzNr&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eZiBbQaddN960BEiufB4yU40D7oTI6KN2588zC62J1%2Fuk6vtnLg4EF2K3Z8IC8bAyi%2BjeNzukYs0slL%2FxLZE5pKRBEIiEOHuKAHKZjNU%2BdAGDUFaZE9r4U523EzJHHH%2B2Zvlo87ugDK7t55C%2B%2FNWT5ngqe6RIvpTIOKKEYfHcYXTdXLJUl6GxdojxGeack9qxfHzShxFgbRu7GX9ZkTxEvxbxK2Ch9B4KBNeCP3CemPSuV8gUBrhFlPRAPvJWzqLRQVMHd4dayGb3hRNnWMVbA%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/XzsAAOSwERhoIzNr/s-l500.webp," 11,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Samsung SGH-X830 (SIM-Lock Free) Mini Handy Bluetooth MP3 Kamera Video RARITÄT,https://www.ebay.de/itm/276846703776?_skw=phones&itmmeta=01K02B3VYVWR88VAMG3442K869&hash=item40755974a0:g:7fAAAOSwB6RnmRR0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eu8j1nWDRt0dEUPkhcz5sQrF10N2ax3nU%2FWu9Lf5VlHWzsJLNIcQ9eTl57EKip0gWTxAVYh35pYrJJxCjHN2EsNUa%2FSYhx35KTswKQH%2FXrvUIZPVJuSvKeJrcqMOZ1o3GPgoNsiOsFwkOFo5d18%2BL7ZS%2FV6K0ewwFUaaQJyugG4hxHRL98ypR7C1qML%2Bl7o6Dr2y3Q1fRECZjI8F1AXN5ghYOomYJGfwX%2B%2FLsFiEG2GQ%3D%3D%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/7fAAAOSwB6RnmRR0/s-l500.webp," 294,00bis 380,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Fairphone 4 -256 GB,https://www.ebay.de/itm/365715496738?_skw=phones&epid=17051787289&itmmeta=01K02B3VYVV1Y6RAHN1JG40G3D&hash=item5526579f22:g:X3cAAeSw5rxoUF~0&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cTogK0rnoiTm%2BLZmcxgs0iCwxttgwv82%2F2fvUkK8M%2B9VyuMXZcEDtv9OXmFrxS8MdWCaSO3vEZjyFOWHqNme0ZO%2BnaOK0P3b1HmQOYEXDcbGwgdA8qOb0v6ywEzoUykmnzuC6cHHthN1FpOJfOL9pm376dS62NI0sqxfdfifMQqyrOnFLXdlN%2B2N8J6%2BrdWDblRih%2BEqjrQTtl9i6wvb%2B764m9gg4W%2BfKbaygX9cM0FmaTIJkU3BE25oIv7yGQ0MuGRnVX543m2NgO4tRZ%2Bnsd%7Ctkp%3ABk9SR_a_j8uAZg,https://i.ebayimg.com/images/g/X3cAAeSw5rxoUF~0/s-l500.webp," 200,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
FAIRPHONE 5 128 GB Mattschwarz Dual SIM Smartphone Handy NEU,https://www.ebay.de/itm/388669146221?_skw=phones&itmmeta=01K02B3VYV1H8T2TR0HQ3F13P6&hash=item5a7e7c846d:g:Z-UAAeSwskloZYNg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eYcdepGo2gUDN34O0XIv6uy7Oz8ct52c0gh2n7qYVGR5DCQClpMs3gST9NzvcfQuWt8j0weBXOwcNSj0lFnu3ZxITnbX61aE4%2F2KdwlhHiyGeNZDsbkvjjlvwnOYwh9NWANTY7aZS4VKUsVf0dXv3L7JuQVVGlksDFt76DnthNPKMnNBGRcUgMLYBDS8fW6nSoJUIaG3Dsu9vzXWL89aXB43DLMeIoeeCFZKZ9Z6vlJg%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/Z-UAAeSwskloZYNg/s-l500.webp," 479,03",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Doov R77 Android 13 Telefon ohne Kamera Digital Minimalist Dumbphone,https://www.ebay.de/itm/177213162512?_skw=phones&itmmeta=01K02B3VYVBJ2D4H7JB4P76NZV&hash=item2942ba4410:g:1scAAeSw7JZoVswR&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cY4Aco59txGqgODDQGS%2F%2B3c%2BWur1s5X7v9EHoq%2F%2BsxmVR473mIhCEdPzuwedJciQe5MgkUm7WtRt7UXQE4counEgRgmQ%2BIt9HDDCCKOcBC1U12FdVeVKE8kmvPSAIDesb04AitoNzlUZukK40TzJOkxdTu9akIVTzBZ76bCJq5T3YQtMvJW5bbRqsO5frNwsh20%2FWcrl%2FHqJ3IpE68pmTKAZsO9X%2FYeHOXVryBm4aYUw%3D%3D%7Ctkp%3ABk9SR_i_j8uAZg,https://i.ebayimg.com/images/g/1scAAeSw7JZoVswR/s-l500.webp," 173,14",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Samsung GT-B2710 - Neu!,https://www.ebay.de/itm/256565819209?_skw=phones&epid=100133484&itmmeta=01K02B3VYVMD9Q0E1GJWJRZ756&hash=item3bbc83b749:g:sNkAAOSwqVtmirpo&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fy7S9yJV3XIS5oHpctdb2Og1rZbKKvaEIWmVixd%2FT5Es08wuPLbtA6fJhK3cDaMpGpf4pvLZ87rk9IOLvWT%2F4cbJVC67cf04Uiy6eyoGEnrZc24Zfs6ZMr7tbZU8fq%2FLkvIPC8yMW9GUe5g1lx%2B5I9qgoFIOS7tjE6hpBFHsOJQXkAnyir4JBhplbKhEhvPSz8ncFrposMkfraCIEiWzYAOZolgwv%2BTfFXfus%2BRsqSRKH1ikpHhhAb3hdIPLAjq%2B%2BNYJJQYFFSEFAQf5HgWP5h%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/sNkAAOSwqVtmirpo/s-l500.webp," 267,52",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,3,
Neues AngebotNothing Phone (2a) Dual SIM 256GB schwarz,https://www.ebay.de/itm/286702944610?_skw=phones&itmmeta=01K00FBEBV9R1EEADWRYWTHQ3M&hash=item42c0d3c162:g:WuoAAeSwDyRockQT&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1chjO6EHokeSWBBKYa1AtBOMtpjRzmKJ%2Bab2QkVioh4vLAfUXHylmHQoyglnKRyyJigP3EDJelV%2BkBFPV0jC1%2B9RP0nxYeFXSux4ezauir4JoqI7sJPYaQbTkQc%2Fpqy2DiBl9YhDdkWBd5BNC7siW%2FhD6Q5jUCkiHj7aluns8mtOgCV84VPKm90OaSHP%2FMmui1nYZ2wRbJKrmcCYwfii95pALKbq7%2FuZwtK0TMp2F7H9w%3D%3D%7Ctkp%3ABk9SR77mrY-AZg,https://i.ebayimg.com/images/g/WuoAAeSwDyRockQT/s-l500.webp," 200,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
DORO PHONE EASY 612 SCHWARZ-WEISS TOP+VIELE EXTRAS+RECHNUNG+DHL VERSAND,https://www.ebay.de/itm/167627138524?_skw=phones&itmmeta=01K02B3VYV38RM4KEYEJJMN3TY&hash=item27075b25dc:g:cX4AAOSwbLNnuLDj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fBiXXs%2Bkmu6ui1oldm0qzxO4JpAdFuMIwDIEy%2BXJxKKi%2FFYAEsZzp85hl3YE%2Fl8ev4PK5eCwjxKKtcBNQOSfeaNwo%2Fgd83pd%2BYaraGF50wlSFopihIi%2FN%2F9myD39EBnqx%2Bynw5C57KoZfN54cDZoB3kAwNblJf10pbEp6nBoWEkIOSsz%2FMRqV99jXMNF4FL4RV3829F5I3iBqrb49tdX9YkMwWYXPPryJ4V0z%2FHz3JaMDutNCat6mARI5QnoAyoNErQVUuesktff1miv%2FsM6zI%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/cX4AAOSwbLNnuLDj/s-l500.webp," 85,00",Not Applicable,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Direkt von store,0,
Nokia Lumia 930 - 32GB - grün - gebraucht - s180,https://www.ebay.de/itm/196936616973?_skw=phones&epid=193837931&itmmeta=01K02B3VYVMCPCM2B6TSS8VVA7&hash=item2dda564c0d:g:DlgAAOSwkJBnfkad&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cdXaWMc0cweXSq0EQLbBBjmJ54PjugVHJIF2pNchWTXK1THuqB4ZqRAS3LLon0pkJxa%2BarC3IaFwFFxV9utDX3ubk1OIpWFfA7FQJWO4ZPCQTSwzF7B%2FPprjQ2zbsz6f8z8oc%2BcA3Cgz17BzWdI6k9xYF8NXFL2OLkRXuVjeq0HsRGmGLWaDk7yMjOPUSd0X1Taq265k7NKmMXVTOzJj2OOzUHvKKI%2BrttD0aLdowHUAoOeWv4GCnXm1okzBY5YqA4C9EkIfuZ0nuWDqSzAQoD%7Ctkp%3ABFBM-L-Py4Bm,https://i.ebayimg.com/images/g/DlgAAOSwkJBnfkad/s-l500.webp," 59,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
